,contentsid,title,roadaddress,tag,introduction,latitude,longitude,contentscd.label,phoneno,repPhoto.photoid.imgpath,repPhoto.photoid.thumbnailpath,인기점수,tag_len,popular_tag,len
3179,CNTS_000000000021086,루체빌,제주특별자치도 서귀포시 안덕면 산록남로 786,"['콘도', '숙소', '리조트', '단체여행객', '주차장', '수영장', '노천온천', '공공와이파이존', '무장애여행', '안전여행스탬프']",숲속에 앉아 있는 듯한 휴식 공간,33.31899,126.38525,숙박,064-805-0114,https://api.cdn.visitjeju.net/photomng/imgpath/202205/30/16dd11d7-350b-4ab2-9415-ea114d84ee36.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202205/30/28b8b099-01c7-47ab-91d5-d23aca068cef.jpg,6352.0,50,"숙소,주차장,수영장,단체여행객,리조트,공공와이파이존",28
2608,CONT_000000000501025,제주 오션팰리스 호텔,제주특별자치도 서귀포시 중앙로 14,"['호텔', '숙소', '4성급호텔', '양식레스토랑', '카페', '식당', '자연경관', '해변', '가족호텔']",이국적인 매력의 가족형 부티크 호텔,33.24616,126.5624,숙박,064-730-5800,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/70cfa425-56f3-4d49-9c49-342d24c361ec.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/8125ada1-38ab-4f17-9cc1-c28a9d9beeca.jpg,6343.0,37,"호텔,숙소,양식레스토랑,가족호텔,카페,해변,자연경관",28
1483,CNTS_000000000020441,뚜르드제주게스트하우스,제주 제주시 구좌읍 종달로1길 38-2,"['안전인증숙소', '숙소', '게스트하우스', '공공와이파이존', '조식 포함', '휴양펜션', '가족', '도보여행', '물품보관서비스', '안전인증민박']",자전거를 사랑하는 부부가 운영하는 자전거 테마의 게스트하우스,33.49589,126.899994,숙박,010-5007-5012,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/b9c42b0d-fa68-4c8b-97be-32abf7c135ab.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/c2b722f4-d9e1-4bd1-8b52-6ec1b2107705.jpg,6321.0,58,"게스트하우스,숙소,안전인증민박,휴양펜션,가족,조식 포함,물품보관서비스,공공와이파이존",46
1145,CNTS_000000000018412,꿈꾸는섬 게스트하우스,제주특별자치도 제주시 조천읍 조천3길 27-1,"['펜션', '숙소', '게스트하우스', '민박', '카페', '주방기구', '올레길']",아날로그 감성의 카페와 함께 있는 게스트하우스,33.53595,126.63495,숙박,070-4415-8042,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/924eb854-439d-4408-ba78-f9eb3370652f.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/b3b3bc04-290c-4108-bca2-e99cc40b2604.jpg,6307.0,27,"민박,게스트하우스,숙소,펜션,카페,주방기구",23
2522,CNTS_000000000019328,글라라의집,제주특별자치도 서귀포시 안덕면 사계남로 211,"['숙소', '휴양펜션', '펜션', '독채', '정원', '자연경관', '올레길', '조식 포함', '안전인증민박']",산방산과 용머리해안 근처 2015년 최우수 지오하우스(지질체험숙소),33.232094,126.3087,숙박,064-900-8222,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/edb969f2-ab1f-4b8d-ae7c-5d336116104a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/45ece939-cf58-4b3d-867b-c80ea0bccfd6.jpg,6280.0,38,"숙소,정원,안전인증민박,펜션,휴양펜션,조식 포함,자연경관,독채",34
1901,CNTS_000000000021037,빌림,제주특별자치도 제주시 오래물길 23,"['민박', '숙소', '독채', '주차장', '공공와이파이존', '휴양펜션', '주방기구', '공항']",오늘 하루 행복을 빌리는 곳,33.50367,126.46777,숙박,010-7359-3383,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/4e9b194f-81fe-42b0-9f84-69f1ce3c9b45.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/2ebb0de1-1792-4561-b897-d611842c73df.jpg,6269.0,33,"민박,숙소,공항,휴양펜션,주차장,주방기구,독채,공공와이파이존",33
1918,CONT_000000000500961,아트모텔,제주특별자치도 제주시 신대로20길 48,"['모텔', '숙소', '공항', '주차장', '온돌방', '공공와이파이존']",제주국제공항에서 10분거리. 신제주의 중심지에 위치한 모텔,33.4839279,126.4912677,숙박,064-742-8840,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/7c05d984-a917-4583-bffd-504c92a0e650.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/3b606516-c12e-4113-bce9-a97afeb91709.jpg,6240.0,24,"온돌방,숙소,공항,주차장,공공와이파이존",21
4067,CNTS_000000000019397,담앤루펜션리조트,제주특별자치도 서귀포시 이어도로343번길 63,"['휴식', '숙소', '휴양펜션', '펜션', '리조트', '부대시설', '휴양콘도', '스파', '풀빌라', '서귀포', '조식', '매점', '가족', '주방기구', '가족호텔']",서귀포시 대포동에 위치한 담앤루리조트입니다.,33.2435151,126.4352216,숙박,064-739-6617,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/7c412b92-4959-4eb4-b5c3-e941ae7da27a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/017acd07-0761-4712-bfc1-83e07aa9bda5.jpg,6236.0,57,"휴양콘도,숙소,휴식,조식,가족호텔,펜션,휴양펜션,가족,주방기구,리조트",38
2087,CNTS_000000000019374,해변산책펜션,제주특별자치도 제주시 애월읍 곽지9길 7,"['휴식', '숙소', '휴양펜션', '펜션', '해수욕장', '공공와이파이존', '가족', '바비큐', '온돌방', '산책로', '주방기구']","북유럽 풍의 인테리어, 애월더썬셋 몽상드애월과 같은 유명카페와 가까운 위치의 펜션",33.4519929,126.308092,숙박,064-799-6161,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/fbca7e43-60dd-4811-933a-a0e7269e1269.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/e69d8656-46b5-493d-8386-0052737bf0b9.jpg,6219.0,46,"온돌방,숙소,휴식,펜션,휴양펜션,바비큐,가족,해수욕장,주방기구,공공와이파이존",42
1848,CNTS_000000000019340,1915 지오하우스,제주특별자치도 서귀포시 성산읍 성산등용로 14,"['휴식', '숙소', '민박', '고향민박', '게스트하우스', '지질트레일', '체험']",100년의 역사를 함께한 지질 테마 하우스,33.465214,126.93313,숙박,010-3691-8166,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/1987d165-ed6c-4ba4-956c-00d5f93eb56e.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f25c2da8-9457-4fb7-a52b-66c5f818fa65.jpg,6216.0,29,"민박,체험,게스트하우스,숙소,휴식,고향민박",23
1567,CNTS_200000000007712,가비오타 펜션,제주특별자치도 제주시 구좌읍 해맞이해안로 2030 가동,"['안전인증숙소', '숙소', '휴양펜션', '펜션', '해수욕장', '공공와이파이존', '온돌방', '안전인증민박']",하도리해수욕장이 한 눈에 내다보이는 전객실 전망 좋은 오션뷰펜션입니다.,33.4880673,126.8804954,숙박,064-782-1419,https://api.cdn.visitjeju.net/photomng/imgpath/201811/01/90cfe302-e9eb-4908-bc99-4e142c2d3a02.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201811/01/b6f1a040-bb3f-47f3-829f-909d1d1ca8b0.jpg,6203.0,41,"온돌방,숙소,안전인증민박,펜션,휴양펜션,해수욕장,공공와이파이존",34
2613,CNTS_000000000020485,엠스테이호텔,제주특별자치도 서귀포시 태평로353번길 14,"['호텔', '숙소', '서귀포', '공공와이파이존', '수영장', '양식레스토랑', '주차장', '엘리베이터', '패키지관광', '온돌방', '오션뷰호텔']",서귀포시에 위치한 국내 토종 호텔 브랜드,33.247017,126.56064,숙박,064-800-6000,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/7053c5e1-a801-47d9-a9ec-951b1fe01731.png,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/06464cf5-2d02-4819-ad5a-21b8f7f94efc.png,6193.0,54,"온돌방,호텔,숙소,양식레스토랑,주차장,수영장,공공와이파이존",32
3016,CONT_000000000501012,이런날엔,제주특별자치도 제주시 구좌읍 한동북1길 60,"['민박', '펜션', '휴양펜션', '해안도로', '자연경관', '해변', '주방기구']",한동리 해안에 위치한 카페&레스토랑과 독채펜션,33.542553,126.83065,숙박,070-4036-8013,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/b460e226-25e7-4cf9-a58b-1ed0a98af75f.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/3b8131aa-af90-4a47-adf7-8b0bc65d9c12.jpg,6182.0,28,"민박,펜션,휴양펜션,해안도로,해변,자연경관,주방기구",28
3236,CNTS_000000000019333,해일월,제주특별자치도 제주시 구좌읍 김녕항3길 26-29,"['숙소', '민박', '독채', '돌담길', '자연경관', '일몰명소', '해수욕장']",독채 렌탈 하우스,33.5398407,126.746583,숙박,010-5326-6477,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/fc338903-d0a7-4e4a-8b08-71f76beb3017.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/ada53dea-f35a-4eb8-8731-da9415bb70fa.jpg,6152.0,27,"민박,숙소,해수욕장,자연경관,독채",18
1999,CONT_000000000501105,폴에이리조트,제주특별자치도 서귀포시 월드컵로45번길 40,"['휴식/치유', '숙소', '리조트', '공공와이파이존', '수영장', '정원']","서귀포의 중심에 자리잡고 있으며, 앞으로는 바다에 떠 있는 범섬과 뒤로는 한라산을 조망할 수 있고 맑은 새소리를 들으며 추억을 남길 수 있는 쾌적한 휴양리조트",33.244358,126.511086,숙박,064-739-3001,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/67310063-d1ad-4dfb-8ef1-31a92fb096fa.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/c080002f-bfe2-4198-a81f-080f3fde45e7.jpg,6150.0,27,"숙소,정원,수영장,리조트,공공와이파이존",21
2944,CNTS_000000000020691,건축학개론펜션,제주특별자치도 서귀포시 성산읍 신풍하동로 224-33,"['휴식', '숙소', '휴양펜션', '펜션', '독채', '단체여행객', '바비큐', '온돌방', '가족', '어린이', '공공와이파이존', '체험', '해수욕장']",표선교차로 인근 독채로 이용할 수 있는 펜션,33.358418,126.85982,숙박,064-784-0007,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/8eeb5908-d271-429e-9cb5-d97da1b08575.gif,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/fa3f744e-27cc-40d4-8cfd-9e26cd9a6dbc.gif,6102.0,53,"온돌방,체험,숙소,휴식,펜션,휴양펜션,바비큐,가족,해수욕장,단체여행객,독채,공공와이파이존",49
2911,CONT_000000000501137,호텔 스카이파크 제주1호점,제주특별자치도 제주시 삼무로 48,"['호텔', '어린이', '숙소', '가족호텔', '공공와이파이존', '관광호텔']",공항에서 10분 거리로 누웨모루거리와 가까운 호텔,33.4894322,126.4918781,숙박,064-797-0000,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/48485b44-1ea5-4497-99fd-0b98af543539.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/875f342d-110a-4497-92b3-aacc6f5530ba.jpg,6063.0,27,"호텔,숙소,가족호텔,공공와이파이존,관광호텔",23
2561,CNTS_000000000018423,제주락,제주특별자치도 서귀포시 월드컵로 203,"['펜션', '숙소', '휴양펜션', '자연경관', '해변', '조식', '돌담길']",범섬이 정면으로 보이고 올레길을 끼고 있는 펜션,33.231606,126.50631,숙박,010-2069-1688,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/c59d687e-2bf1-4b19-bf6d-aafc3e5d6e63.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/97709b75-c452-4b81-81c2-04fe605737b5.jpg,6040.0,25,"숙소,조식,펜션,휴양펜션,해변,자연경관",21
2795,CNTS_000000000020001,돌고래하우스(캠핑장),제주특별자치도 서귀포시 이어도로 826-58,"['야영장', '캠핑장', '숙소', '캠핑', '언택트', '서귀포', '독채', '일몰명소', '산책로']",바다가 보이는 2층 독채펜션 각 편의시설 구비,33.232742,126.4995,숙박,064-739-7704,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/2d7782dd-17b6-4f95-ac39-3ed1e1952963.gif,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/50da1ab0-02e9-4774-9d64-1d38c627f5be.gif,6035.0,33,"독채,숙소",5
535,CNTS_000000000021660,소라담하우스,제주특별자치도 제주시 조천읍 신촌남8길 10,"['휴식', '숙소', '주차장', '공공와이파이존', '휴양펜션', '펜션', '자연경관', '바비큐', '독채', '온돌방', '해수욕장', '수상레저']",한가족만을 위한 독채형 단독펜션,33.5301815,126.6225493,숙박,010-3290-1831,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/0e2c1652-4a04-4c0a-a6e1-41881e3aadd2.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/b42ba078-f905-4ea4-b444-321fbaa74075.jpg,6034.0,51,"온돌방,숙소,휴식,수상레저,펜션,휴양펜션,바비큐,주차장,해수욕장,자연경관,독채,공공와이파이존",51
2859,CNTS_000000000019592,뉴코리아유스호스텔,제주특별자치도 제주시 애월읍 하소로 769-15,"['휴식', '숙소', '유스호스텔', '리조트', '휴양콘도', '식당', '주차장', '극장(영화관)', '매점', '수영장', '바비큐']",청소년 및 일반단체가 공유할 수 있는 건전한 단체활동 공간 숙박시설,33.4168955,126.3982975,숙박,064-799-7001,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/04134ab5-49cf-451c-a4f0-b880fd6bf12b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/ce810fcb-37fe-455e-8c80-ae0de9e9f5bc.jpg,6034.0,46,"휴양콘도,숙소,휴식,바비큐,주차장,수영장,리조트",26
2618,CNTS_000000000022485,바다해호텔,제주특별자치도 서귀포시 천지연로 3-1,"['호스텔', '숙소', '호텔', '관광호텔', '주차장', '공공와이파이존', '오션뷰호텔']",수익금의 일부를 기부하는 제주착한호텔 소속 호텔,33.241413,126.56577,숙박,064-762-5300,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/059e8696-01bc-472b-a8da-cdee6b8404c3.png,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/10396d4b-6f53-473c-adb3-394ecd5ad433.png,6029.0,32,"호텔,숙소,주차장,공공와이파이존,관광호텔",22
2641,CNTS_000000000022020,수앤수가족호텔,제주시 애월읍 부룡수길 60,"['휴식', '숙소', '호텔', '공공와이파이존', '양식레스토랑', '수영장', '장애인 주차', '주차장', '가족호텔', '리조트']",다양한 객실과 부대시설을 갖춘 가족형 호텔,33.466335,126.36889,숙박,064-799-7090,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/e098c476-ea0e-48a8-8e7d-8a283c42d16a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/96b3af9a-582d-497c-90f6-1b18a0ff54e9.jpg,6027.0,47,"호텔,숙소,휴식,양식레스토랑,가족호텔,주차장,수영장,리조트,공공와이파이존",40
2273,CNTS_000000000018142,스위트호텔 제주,제주특별자치도 서귀포시 중문관광로72번길 67,"['호텔', '5성급호텔', '숙소', '게스트하우스', '공공와이파이존', '양식레스토랑', '수영장', '주차장', '관광호텔']",중문관광단지 내에 위치한 휴양형 리조트,33.249291,126.4082711,숙박,064-738-3800,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/8789b68a-aea8-447e-9c7f-43c25c9139b6.gif,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/fa9d9c0f-e2ef-4ea3-8cf9-35500137c334.gif,6022.0,46,"호텔,게스트하우스,숙소,양식레스토랑,주차장,수영장,공공와이파이존,관광호텔",40
1964,CNTS_000000000018153,아스타호텔,제주특별자치도 제주시 서사로 129,"['호텔', '숙소', '4성급호텔', '공공와이파이존', '양식레스토랑', '주차장', '공항', '관광호텔', '안전여행스탬프']",제주공항 및 여객선터미널로부터 10분 이내 거리인 제주시내 중심가에 위치하고있어 매우 편리한 호텔,33.500881,126.5204994,숙박,064-710-1100,https://api.cdn.visitjeju.net/photomng/imgpath/202205/30/3e757e36-606b-48e2-84b8-eed31ac4c063.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202205/30/2b068621-ae28-4f05-a877-f1bbfa81f074.jpg,6006.0,46,"호텔,숙소,공항,양식레스토랑,주차장,공공와이파이존,관광호텔",32
841,CNTS_000000000022014,편운산장,제주도 서귀포시 성산읍 서성일로 898-38,"['숙소', '펜션', '휴양펜션', '조식', '음식', '포장판매', '바비큐', '식당', '카페']",황토로 지어진 전통 펜션과 식당을 겸한 산장,33.43745,126.875175,숙박,064-784-8088,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/24e5bdc2-199b-4a9f-b6f6-8aa137795758.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/5c17750a-8bd9-4ef0-bd6d-c8c58e19e3cf.jpg,5993.0,31,"숙소,조식,펜션,휴양펜션,바비큐,카페",20
1895,CONT_000000000500780,가이아호텔,제주특별자치도 제주시 연동7길 4,"['호텔', '숙소', '일반숙박', '공공와이파이존', '중문관광단지', '올레길', '카페']","바오젠거리 내에 위치하여, 관광 및 쇼핑을 편리하게 다닐수 있는 호텔",33.4894172,126.4906421,숙박,064-742-6110,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d9c820a8-91f7-49db-abad-d58c9f1a4dc5.gif,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/bc6cfed1-eca4-45ca-9e02-b41f56f10880.gif,5966.0,32,"호텔,카페,숙소,공공와이파이존",16
261,CONT_000000000500824,다이아몬드 호텔,제주특별자치도 제주시 신대로12길 42,"['호텔', '숙소', '모텔', '주차장', '공공와이파이존', '교통', '물품보관서비스', '무장애여행', '엘리베이터', '체험']",제주시 연동에 위치해 공항과 가까운 숙소,33.4889189,126.4922938,숙박,064-742-7744~6,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/223cc1f3-58b6-4aa8-b2f6-ea1c1fc6de56.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/76817eac-31d2-467f-9437-70aa493f26b6.jpg,5958.0,46,"호텔,체험,숙소,주차장,물품보관서비스,교통,공공와이파이존",31
1863,CNTS_000000000020385,노낭게스트하우스,제주특별자치도 서귀포시 성산읍 섭지코지로 62,"['휴식', '숙소', '게스트하우스', '조식 포함', '해수욕장', '단체여행객', '체험', '바비큐', '수상레저', '독채', '가족']",나누며 소통하는 따뜻한 게스트하우스,33.43764,126.92173,숙박,010-2614-2015,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/870b0080-6e27-4489-9190-38d375862d93.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/e7c35361-5de6-43f0-9bde-c93909c00c5e.jpg,5928.0,47,"체험,게스트하우스,숙소,휴식,수상레저,바비큐,가족,조식 포함,해수욕장,단체여행객,독채",47
2874,CONT_000000000501140,제주하나호텔,제주특별자치도 서귀포시 중문관광로72번길 53,"['호텔', '숙소', '중문관광단지', '자연경관', '해변', '조식', '정원', '바비큐']",중문단지 내에 위치한 경제적이면서 깔끔한 특2급 호텔,33.2497631,126.40827109999998,숙박,064-738-7001,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/b0904328-0624-47fe-b46d-4fa04f7838e5.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f393d4d4-cad4-46d1-9f53-6f2a09fa7a0d.jpg,5856.0,30,"호텔,숙소,조식,정원,바비큐,해변,자연경관",23
450,CNTS_000000000021170,흰수염고래리조트,제주특별자치도 제주시 애월읍 일주서로 6818,"['휴식', '숙소', '리조트', '주차장', '공공와이파이존', '편의시설', '휴양콘도', '아동놀이방']",아이들의 호기심을 자극하고 즐거움을 선사하는 곳,33.474884,126.38051,숙박,064-747-5553,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/39aa196e-4bc1-4c5a-b255-f746d7211fbd.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/7f635a1b-8006-4e8b-b569-cc18cce96152.jpg,5814.0,37,"휴양콘도,숙소,휴식,주차장,리조트,공공와이파이존",26
2232,CNTS_200000000007613,언니네여인숙,제주특별자치도 제주시 구좌읍 종달논길 54,"['게스트하우스', '구좌', '숙소', '힐링', '힐링쉼터', '민박', '농어촌민박', '음식']",종달리 마을에 위치한 제주 여성 전용 게스트하우스,33.491777,126.9001583,숙박,010-4416-2312,https://api.cdn.visitjeju.net/photomng/imgpath/201810/15/2823a3d2-6b91-4481-a10a-bb11f1b31325.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201810/15/a11efae4-0135-4049-bff5-70bd27374e8b.jpg,5773.0,32,"민박,게스트하우스,힐링,숙소,힐링쉼터,농어촌민박",26
3483,CNTS_000000000022425,캠퍼트리호텔앤리조트,제주특별자치도 제주시 해안마을서4길 100,"['호텔', '숙소', '캠핑', '리조트', '공공와이파이존', '주차장', '수영장', '양식레스토랑', '언택트']",해안동 무수천 인근에 위한 단독형 빌라 호텔,33.4284365,126.4673892,숙박,064-795-8888,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/972d35a3-ac7e-44fb-b91b-5f9bc0afb639.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/a6df218a-b109-475c-b58d-3310ef529f35.jpg,5762.0,39,"호텔,숙소,양식레스토랑,주차장,수영장,리조트,공공와이파이존",32
380,CONT_000000000500834,도일모텔,제주특별자치도 제주시 신광로 102,"['여관', '숙소', '모텔', '일반숙박', '주차장', '공공와이파이존', '공항']",제주공항에서 8분거리 신제주에 위치한 깨끗하고 아늑한 모텔,33.4830492,126.4896627,숙박,064-742-6947,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/1cd5bd9c-8968-4a1f-8b9d-5806fa5768c8.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/7e8f8a8e-9724-419e-8316-3487eab24afb.jpg,5726.0,28,"공항,주차장,숙소,공공와이파이존",17
3073,CNTS_000000000020506,드헤브펜션,제주특별자치도 제주시 구좌읍 문주란로1길 74-24,"['휴식', '숙소', '휴양펜션', '펜션', '바비큐', '공공와이파이존', '온돌방', '해수욕장', '수상레저', '자연경관']",세련되고 고급스러운 인테리어가 인상적인 신축펜션,33.52417,126.883354,숙박,064-783-1200,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/497f04af-1ff0-40ba-9cfa-f66fb4a64779.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/3f01fefc-0e44-42dd-80cc-e63b7d0f8c4b.jpg,5718.0,44,"온돌방,숙소,휴식,수상레저,펜션,휴양펜션,바비큐,해수욕장,자연경관,공공와이파이존",44
923,CONT_000000000500904,보물섬,제주특별자치도 서귀포시 성산읍 한도로242번길 10-11,"['펜션', '휴양펜션', '해수욕장', '공공와이파이존', '바비큐', '체험', '해수풀장']",성산일출봉 위치에 근처에 위치한 합리적인 가격의 펜션,33.466354,126.93157,숙박,064-784-0039,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d08799d2-ab2d-4a56-9094-efadca476a36.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/8f88002f-d934-48d6-befc-09b4d8f45a88.jpg,5679.0,32,"체험,펜션,휴양펜션,바비큐,해수욕장,공공와이파이존",27
3695,CNTS_000000000018515,소섬바당,제주특별자치도 제주시 우도면 우도로 190,"['게스트하우스', '숙소', '민박', '농어촌민박', '조식 포함', '교통', '공공와이파이존', '온돌방', '가족', '해수욕장']",우도의 중앙에 위치한 게스트하우스,33.50887,126.95365,숙박,010-5534-0588,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/81bb090d-541c-4bee-99ba-7e2c53c9379c.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/9beec26b-cf49-4804-8105-8664057efb3a.jpg,5656.0,47,"온돌방,민박,게스트하우스,숙소,가족,조식 포함,농어촌민박,해수욕장,교통,공공와이파이존",47
2401,CNTS_000000000020859,표선이레하우스,제주특별자치도 서귀포시 표선면 표선당포로 9,"['휴식', '숙소', '게스트하우스', '펜션', '휴양펜션', '카페', '조식', '해수욕장', '자연경관']",표선해비치해변 앞 아늑한 펜션&게스트하우스,33.325752,126.84365,숙박,010-3270-6297,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/a31bfd26-a41f-4c05-a6d3-9436a87a567b.gif,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/604e4822-86cb-42f7-a568-b29569a28306.gif,5633.0,36,"게스트하우스,숙소,휴식,조식,펜션,휴양펜션,카페,해수욕장,자연경관",36
2612,CONT_000000000501029,제주나인 부띠끄,제주특별자치도 서귀포시 솔동산로10번길 23,"['호스텔', '펜션', '휴양펜션', '주차장', '공공와이파이존', '낚시', '스쿠버다이빙', '독채', '바비큐', '수영장', '조식 포함', '카페']",서귀포내 관광지와의 접근성이 좋은 호텔,33.2426258,126.5629447,숙박,064-762-0045,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/6042dd5a-994f-47fa-bfdc-bb8aae836e81.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/992bbb65-4695-4edf-8e02-bdd8dd594029.jpg,5616.0,53,"펜션,휴양펜션,바비큐,주차장,조식 포함,카페,수영장,독채,공공와이파이존",39
529,CNTS_000000000019233,남촌풀하우스,제주도 서귀포시 표선면 표선동서로 139,"['펜션', '휴양펜션', '바비큐', '수영장', '어린이', '어린이놀이터', '식당', '가족']",표선에 위치한 은은한 황토의 향기와 원목내음이 가득한 펜션,33.316998,126.828255,숙박,-787-4100,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/3b229f3f-f97c-4422-9637-302275384717.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/7447f072-1edd-4b38-9911-c2b0c793c423.jpg,5579.0,32,"펜션,휴양펜션,바비큐,가족,수영장",18
2532,CONT_000000000500843,디오션힐,제주특별자치도 서귀포시 안덕면 사계북로 208,"['호텔', '휴양펜션', '펜션', '주차장', '자연경관', '해변', '공공와이파이존', '바비큐', '스파', '해수욕장']",산방산에 인접한 바다조망이 좋은 펜션,33.2367,126.30894,숙박,064-792-0102,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/c342979d-0d22-4bc5-bad2-11b6b5cda683.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/a23adc31-12fb-4077-a66e-31645df89f3c.jpg,5579.0,42,"호텔,펜션,휴양펜션,바비큐,주차장,해변,자연경관,해수욕장,공공와이파이존",39
2263,CNTS_000000000020513,중문스테이,제주툭별자치도 서귀포시 중문관광로 288,"['호텔', '숙소', '주차장', '공공와이파이존', '조식 포함', '비즈니스센터', '물품보관서비스', '부대시설']",중문에 위치한 음악공연장이 있는 숙소,33.24583,126.429504,숙박,064-738-1956,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/72e872c8-251e-463c-be9c-81b03ef9e18f.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/aee46205-a572-458a-95c1-79ba4de000ff.jpg,5529.0,43,"호텔,숙소,주차장,조식 포함,물품보관서비스,공공와이파이존",31
